Unnamed: 0,user_id,age,isbn,rating,book_title,book_author,year_of_publication,publisher,Language,city,state,country
82,8,34.74389988072476,155204177,5,Jane Doe,R. J. Kaiser,1999.0,Mira Books,9,timmins,ontario,canada
83,8,34.74389988072476,155874621,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,timmins,ontario,canada
84,3363,29.0,155874621,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,knoxville,tennessee,usa
85,6150,34.74389988072476,155874621,7,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,timmins,ontario,canada
86,1485,34.74389988072476,155874621,10,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,barstow,california,usa
87,1743,26.0,155874621,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,st. louis,missouri,usa
88,1770,37.0,155874621,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,ashland,missouri,usa
89,2562,34.74389988072476,155874621,0,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,glen allen,virginia,usa
90,2632,34.74389988072476,155874621,10,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications,9,knoxville,tennessee,usa
91,8,34.74389988072476,156740778,6,The Witchfinder (Amos Walker Mystery Series),Loren D. Estleman,1998.0,Brilliance Audio - Trade,9,timmins,ontario,canada
92,8,34.74389988072476,157566393,6,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,timmins,ontario,canada
93,1768,31.0,157566393,0,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,tampere,pirkanmaa,finland
94,2139,29.0,157566393,0,More Cunning Than Man: A Social History of Rats and Man,Robert Hendrickson,1999.0,Kensington Publishing Corp.,en,sheffield,s yorkshire,united kingdom
95,8,34.74389988072476,188132018,7,Goodbye to the Buttermilk Sky,Julia Oliver,1994.0,River City Pub,en,timmins,ontario,canada
96,3582,34.74389988072476,188132018,0,Goodbye to the Buttermilk Sky,Julia Oliver,1994.0,River City Pub,en,prosperity,south carolina,usa
98,9,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,germantown,tennessee,usa
99,243,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,arden hills,minnesota,usa
100,388,35.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,nashville,tennessee,usa
101,2977,25.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,richland,washington,usa
102,3329,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,grantsville,utah,usa
103,3363,29.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,knoxville,tennessee,usa
105,6795,31.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,portland,oregon,usa
106,7346,49.0,440234743,9,The Testament,John Grisham,1999.0,Dell,en,sunnyvale,california,usa
107,7352,53.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,houston,texas,usa
108,9419,34.74389988072476,440234743,5,The Testament,John Grisham,1999.0,Dell,en,somewhere,texas,usa
109,9747,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,o`fallon,missouri,usa
110,9856,22.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,glendale,colorado,usa
111,1122,51.0,440234743,6,The Testament,John Grisham,1999.0,Dell,en,tumwater,washington,usa
113,1268,34.74389988072476,440234743,10,The Testament,John Grisham,1999.0,Dell,en,charlotte,north carolina,usa
114,1292,39.0,440234743,10,The Testament,John Grisham,1999.0,Dell,en,louisville,kentucky,usa
115,1355,32.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,cordova,tennessee,usa
116,1358,29.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,lisboa,lisboa,portugal
117,1452,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,providence,rhode island,usa
118,1666,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,rogersville,tennessee,usa
119,1679,47.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,mechanicsville,maryland,usa
120,1776,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,pinckney,michigan,usa
121,1944,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,selden,new york,usa
122,2043,62.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairhope,alabama,usa
123,2046,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,bossier city,louisiana,usa
124,2078,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,york,pennsylvania,usa
125,2080,29.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,rio de janeiro,rio de janeiro,brazil
126,2091,34.74389988072476,440234743,7,The Testament,John Grisham,1999.0,Dell,en,elmwood,massachusetts,usa
127,2126,31.0,440234743,5,The Testament,John Grisham,1999.0,Dell,en,north brunswick,new jersey,usa
128,2351,56.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,chapel hill,north carolina,usa
129,2376,45.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,st. louis,missouri,usa
130,2624,34.74389988072476,440234743,5,The Testament,John Grisham,1999.0,Dell,en,sacramento,california,usa
131,2654,37.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,woodbridge,virginia,usa
132,2659,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,peoria,arizona,usa
133,2768,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,knox,pennsylvania,usa
134,2812,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,indiuanapolis,indiana,usa
135,2861,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,hartford,connecticut,usa
136,2965,42.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,offenbach,hessen,germany
137,3048,40.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,newbury park,california,usa
138,3053,34.74389988072476,440234743,6,The Testament,John Grisham,1999.0,Dell,en,charleston,south carolina,usa
139,3129,74.0,440234743,10,The Testament,John Grisham,1999.0,Dell,en,homer city,pennsylvania,usa
140,3131,34.0,440234743,10,The Testament,John Grisham,1999.0,Dell,en,henryville,indiana,usa
141,3155,51.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,chula vista,california,usa
142,3156,34.74389988072476,440234743,6,The Testament,John Grisham,1999.0,Dell,en,charleston,south carolina,usa
143,3169,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,chula vista,california,usa
144,3251,44.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,st. rose,louisiana,usa
145,3585,36.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,mentor,ohio,usa
146,3585,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,duluth,minnesota,usa
147,3660,39.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,san marcos,california,usa
148,3787,43.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,williamsburg,virginia,usa
150,3899,68.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,cumby,texas,usa
151,3934,47.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,jacksonville,florida,usa
152,3964,35.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairless hills,pennsylvania,usa
153,4088,37.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,brainerd,minnesota,usa
154,4178,54.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,clinton twp.,michigan,usa
155,4466,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,klang,selangor,malaysia
156,4558,34.74389988072476,440234743,7,The Testament,John Grisham,1999.0,Dell,en,san diego,california,usa
157,4638,55.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,pine knoll shores,north carolina,usa
158,4639,37.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
159,4676,24.0,440234743,9,The Testament,John Grisham,1999.0,Dell,en,leipzig,sachsen,germany
160,4797,40.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,toronto,ontario,canada
161,4826,18.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,vienna,vienna,austria
162,4891,57.0,440234743,10,The Testament,John Grisham,1999.0,Dell,en,new orleans,louisiana,usa
163,4916,57.0,440234743,9,The Testament,John Grisham,1999.0,Dell,en,ivydale,west virginia,usa
164,4999,40.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,clintonville,wisconsin,usa
165,5258,45.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,livermore,california,usa
166,5299,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,colton,oregon,usa
167,5400,59.0,440234743,9,The Testament,John Grisham,1999.0,Dell,en,lacey,washington,usa
168,5488,33.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,nashua,new hampshire,usa
169,5502,44.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,burlington,north carolina,usa
170,5541,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,cassville,missouri,usa
171,5549,43.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,antioch,illinois,usa
172,5710,38.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,new york,new york,usa
173,5742,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,coburg,oregon,usa
175,5903,28.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
176,5939,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,uniontown,pennsylvania,usa
177,6013,41.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,lowell,arkansas,usa
178,6056,41.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,chardon,ohio,usa
179,6068,47.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,hartford,wisconsin,usa
180,6266,53.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,warsaw,virginia,usa
181,6288,39.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,milwaukee,wisconsin,usa
182,6347,56.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,reno,nevada,usa
183,6453,43.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,fredericksburg,virginia,usa
184,6460,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,san ramon,california,usa
185,6467,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,buffalo grove,illinois,usa
186,6638,52.0,440234743,6,The Testament,John Grisham,1999.0,Dell,en,kokomo,indiana,usa
187,6748,33.0,440234743,6,The Testament,John Grisham,1999.0,Dell,en,melbourne,florida,usa
188,6825,28.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,chickasha,oklahoma,usa
189,6853,70.0,440234743,10,The Testament,John Grisham,1999.0,Dell,en,friendswood,texas,usa
190,6923,55.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,mooresville,north carolina,usa
191,7020,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,fresno,california,usa
192,7066,18.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,warwick,rhode island,usa
193,7252,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,grand island,new york,usa
194,7291,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,defuniak,florida,usa
195,7297,21.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,minneapolis,minnesota,usa
196,7470,21.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,macomb,michigan,usa
197,7569,17.0,440234743,9,The Testament,John Grisham,1999.0,Dell,en,cincinnati,ohio,usa
198,7581,34.74389988072476,440234743,7,The Testament,John Grisham,1999.0,Dell,en,west falls,new york,usa
199,7635,58.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,olympia,washington,usa
200,7636,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,langley,british columbia,canada
201,7694,25.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,sacramento,california,usa
202,7816,34.74389988072476,440234743,10,The Testament,John Grisham,1999.0,Dell,en,bologna,emilia romagna,italy
203,7875,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,dwight,illinois,usa
204,7883,28.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,honolulu,hawaii,usa
205,7897,29.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,amadora,lisboa,portugal
206,7918,37.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairbanks,alaska,usa
207,7974,24.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,st. louis,missouri,usa
208,8081,33.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,warrensburg,missouri,usa
209,8108,18.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,romsey,hampshire,united kingdom
210,8129,20.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,savannah,georgia,usa
211,8211,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,fair oaks,california,usa
212,8289,40.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,san antonio,texas,usa
213,8303,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,fairbanks,alaska,usa
214,8402,37.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,abilene,texas,usa
215,8461,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,fremont,california,usa
216,8553,49.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,cleveland,ohio,usa
217,8630,31.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,denver,colorado,usa
218,8696,59.0,440234743,8,The Testament,John Grisham,1999.0,Dell,en,forest grove,oregon,usa
219,8725,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,coeur d`alene,idaho,usa
220,8792,25.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,portland,maine,usa
221,8800,27.0,440234743,4,The Testament,John Grisham,1999.0,Dell,en,fresno,california,usa
222,9032,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,lakeland,minnesota,usa
223,9163,21.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,french camp,california,usa
224,9183,34.74389988072476,440234743,0,The Testament,John Grisham,1999.0,Dell,en,miami,florida,usa
225,9305,34.74389988072476,440234743,7,The Testament,John Grisham,1999.0,Dell,en,st. charles,missouri,usa
226,9336,30.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,farmington hills,michigan,usa
227,9364,34.74389988072476,440234743,10,The Testament,John Grisham,1999.0,Dell,en,bergheim,texas,usa
228,9377,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,portland,oregon,usa
229,9380,52.0,440234743,6,The Testament,John Grisham,1999.0,Dell,en,mount vernon,washington,usa
230,9407,23.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,zevenaar,gelderland,netherlands
231,9413,34.74389988072476,440234743,8,The Testament,John Grisham,1999.0,Dell,en,san marcos,california,usa
232,9439,62.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,shoreline,washington,usa
233,9772,46.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,castro valley,california,usa
234,9801,48.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,friday harbor,washington,usa
235,9846,33.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,eugene,oregon,usa
236,9872,29.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,cincinnati,ohio,usa
237,9892,34.74389988072476,440234743,7,The Testament,John Grisham,1999.0,Dell,en,liberty township,ohio,usa
238,1000,49.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,victoria,british columbia,canada
239,1003,34.74389988072476,440234743,5,The Testament,John Grisham,1999.0,Dell,en,riverside,california,usa
240,1012,44.0,440234743,7,The Testament,John Grisham,1999.0,Dell,en,ft huachuca,arizona,usa
241,1026,14.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,modesto,california,usa
242,1029,54.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,olympia,washington,usa
243,1033,32.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,norton,ohio,usa
244,1034,33.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,tucson,arizona,usa
246,1056,35.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,royersford,pennsylvania,usa
247,1059,27.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,tampa,florida,usa
248,1059,26.0,440234743,5,The Testament,John Grisham,1999.0,Dell,en,oakland,california,usa
249,1062,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,dumas,texas,usa
250,1062,28.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,paducah,kentucky,usa
251,1072,38.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,troy,michigan,usa
252,1072,50.0,440234743,0,The Testament,John Grisham,1999.0,Dell,en,appleton,wisconsin,usa
253,1077,34.74389988072476,440234743,9,The Testament,John Grisham,1999.0,Dell,en,tarentum,pennsylvania,usa
